smiles,compound_set,template,hit1,hit2,reactant_step1,product_step1,reaction_name_step1
c1cc([C@@H]2CCCCN2)[nH]n1,C3758,A4877b,A4877b,A0556a,CC(C)(C)OC(=O)N1CCCCC1c1ccn[nH]1,c1cc(C2CCCCN2)[nH]n1,N-Boc_deprotection
