smiles,reaction_name_step1,reactant_step1,reactant2_step1,reactant3_step1,product_step11,hit1,hit2,template,compound_set
C[C@@H](N[C@@H]1CCN(C2CCC2)C1=O)c1ccc2[nH]ncc2c1,Petasis-borono_Mannich_reaction,CC=O,OB(O)c1ccc2[nH]ncc2c1,NC1CCN(C2CCC2)C1=O,CC(NC1CCN(C2CCC2)C1=O)c1ccc2[nH]ncc2c1,A0497a,A4463a,A4463a,C5666
