smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
O=C(N[C@H](Cc1ccccc1)c1ncco1)N1CC[C@@]12CCOC2,Formation_of_urea_from_two_amines,NC(Cc1ccccc1)c1ncco1,C1CC2(CCOC2)N1,O=C(NC(Cc1ccccc1)c1ncco1)N1CCC12CCOC2,A3618a,A0556a,A3618a,C5452
