smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
CC(C)(C(=O)NCC(F)(F)F)[C@H]1CCCNC1,Amidation,NCC(F)(F)F,CC(C)(C(=O)O)C1CCCNC1,CC(C)(C(=O)NCC(F)(F)F)C1CCCNC1,A1776a,A4873b,A1778a,A4873b,C1392
