smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
N#CCC(=O)N[C@@H]1CCCC2(CC2)C1,Amidation,N#CCC(=O)O,NC1CCCC2(CC2)C1,N#CCC(=O)NC1CCCC2(CC2)C1,A4874a,A0310a,A3223a,A0310a,C9783
