smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
O=C(c1cccc2c1CCCN2)N1CCC[C@@H](c2ccncc2)C1,Amidation,c1cc(C2CCCNC2)ccn1,O=C(O)c1cccc2c1CCCN2,O=C(c1cccc2c1CCCN2)N1CCCC(c2ccncc2)C1,A0586a,A4365a,A4333a,A0586a,C12499
