smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C=C1CCN(C(=O)[C@@H](C)S)CC1,C6003,A1776a,A1776a,A3546a,A4343b,A3581a,A3557b,A4320a,A5079a,A4418a,CC(S)C(=O)O,C=C1CCNCC1,C=C1CCN(C(=O)C(C)S)CC1,Amidation
