smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
C[C@H](CO)NC(=O)c1cccnc1S[C@@H](C)C(=O)N1CCCC1,Amidation,CC(Sc1ncccc1C(=O)O)C(=O)N1CCCC1,CC(N)CO,CC(CO)NC(=O)c1cccnc1SC(C)C(=O)N1CCCC1,A4421a,A1776a,A4855a,A1776a,C65008
