smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
COc1ccc2c(c1)CCCN2C(=O)CO[C@H](C)Cc1ncc[nH]1,Williamson_ether_synthesis,COc1ccc2c(c1)CCCN2C(=O)CCl,CC(O)Cc1ncc[nH]1,COc1ccc2c(c1)CCCN2C(=O)COC(C)Cc1ncc[nH]1,A0586a,A1209a,A1209a,C43016
