smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
O[C@@H](c1ncc[nH]1)C1CCN(c2cncc3ncnn23)CC1,N-nucleophilic_aromatic_substitution,Brc1cncc2ncnn12,OC(c1ncc[nH]1)C1CCNCC1,OC(c1ncc[nH]1)C1CCN(c2cncc3ncnn23)CC1,A3371a,A4311a,A4311a,C4106
