smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
CCCC[C@@H](C)NC(=O)C1CCNCC1,Amidation,O=C(O)C1CCNCC1,CCCCC(C)N,CCCCC(C)NC(=O)C1CCNCC1,A3181b,A4751a,A1778a,A4751a,C1414
