smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
C[C@H]1CC[C@@H](C(N)=O)CN1C(=O)Cc1cccc2nn(C)cc12,Amidation,CC1CCC(C(N)=O)CN1,Cn1cc2c(CC(=O)O)cccc2n1,CC1CCC(C(N)=O)CN1C(=O)Cc1cccc2nn(C)cc12,A4934a,A3181a,A5052a,A3181a,C209837
