smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
CON(C)CCc1ccccn1,Amine_alkylation,ClCCc1ccccn1,CNOC,CON(C)CCc1ccccn1,A2629a,A4526a,A3975a,A2629a,C11209
