smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
c1coc(N2CCCC3(CC2)CC3)n1,N-nucleophilic_aromatic_substitution,C1CNCCC2(C1)CC2,Brc1ncco1,c1coc(N2CCCC3(CC2)CC3)n1,A0875a,A3623a,A0875a,C7443
