smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,hit6,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC(C)S(=O)(=O)[C@@H]1CCN(C(=O)C[C@@H]2CCCN2)C1,C5356,A1140a,A4586a,A4333a,A1140a,A4708a,A4855a,A4343a,CC(C)S(=O)(=O)C1CCNC1,O=C(O)CC1CCCN1,CC(C)S(=O)(=O)C1CCN(C(=O)CC2CCCN2)C1,Amidation
