smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,hit4,hit5,template,compound_set
CN(Cc1ccc2c(c1)CCO2)C(=O)C(C)(C)N1CCCCC1,Amidation,CC(C)(C(=O)O)N1CCCCC1,CNCc1ccc2c(c1)CCO2,CN(Cc1ccc2c(c1)CCO2)C(=O)C(C)(C)N1CCCCC1,A4707a,A3557b,A4331a,A0541a,A4214a,A0541a,C49748
