smiles,reaction_name_step1,reactant_step1,product_step11,hit1,hit2,template,compound_set
c1cc([C@@H]2CCCCN2)[nH]n1,N-Boc_deprotection,CC(C)(C)OC(=O)N1CCCCC1c1ccn[nH]1,c1cc(C2CCCCN2)[nH]n1,A4877b,A0556a,A4877b,C3758
