smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,hit4,template,compound_set
O=c1cccc(Br)n1C[C@H]1CCCNC1,Amine_alkylation,BrCC1CCCNC1,O=c1cccc(Br)[nH]1,O=c1cccc(Br)n1CC1CCCNC1,A0525a,A4031b,A4020a,A5079b,A0525a,C51256
