smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
Cn1cnc(CCNC(=O)c2nn(C)c3ccc(F)cc23)c1,Amidation,Cn1nc(C(=O)O)c2cc(F)ccc21,Cn1cnc(CCN)c1,Cn1cnc(CCNC(=O)c2nn(C)c3ccc(F)cc23)c1,A4346a,A3587a,A4347a,A3587a,C264727
