smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
COc1cnccc1CNS(=O)(=O)c1cnc2cccnn12,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),O=S(=O)(Cl)c1cnc2cccnn12,COc1cnccc1CN,COc1cnccc1CNS(=O)(=O)c1cnc2cccnn12,A0202a,A1105b,A1105b,C76574
