smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,hit4,template,compound_set
CC(=O)N[C@@H](C)C1CCN(CCCN2CCNCC2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,CC(=O)NC(C)C1CCNCC1,OCCCN1CCNCC1,CC(=O)NC(C)C1CCN(CCCN2CCNCC2)CC1,A3986a,A0469a,A4308a,A3483a,A0469a,C52333
