smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
CC[C@@H](NC(=O)Nc1cc(CCOC)ccn1)c1cccnc1,Formation_of_urea_from_two_amines,CCC(N)c1cccnc1,COCCc1ccnc(N)c1,CCC(NC(=O)Nc1cc(CCOC)ccn1)c1cccnc1,A2629a,A3201a,A2629a,C48641
