smiles,reaction_name_step1,reactant_step1,product_step11,hit1,hit2,template,compound_set
C1CNC[C@@H](C2CNC2)C1,N-Boc_deprotection,CC(C)(C)OC(=O)N1CC(C2CCCNC2)C1,C1CNCC(C2CNC2)C1,A0875a,A3417a,A3417a,C2609
