smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cc1cccc(C(C)C)c1,C193943,A0719a,A0719a,A2454a,A2513a,A0451a,Cc1cccc(Br)c1,CC(C)B1OC(C)(C)C(C)(C)O1,Cc1cccc(C(C)C)c1,Sp3-sp2_Suzuki_coupling
