smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
CCCN(CCN1CCCCC1)C(=O)NCc1cn(C(C)C)cn1,Formation_of_urea_from_two_amines,CCCNCCN1CCCCC1,CC(C)n1cnc(CN)c1,CCCN(CCN1CCCCC1)C(=O)NCc1cn(C(C)C)cn1,A0875a,A1209a,A4445b,A1209a,C46715
