smiles,compound_set,template,hit1,hit2,reactant_step1,product_step1,reaction_name_step1
C1CNC[C@@H](C2CNC2)C1,C2609,A3417a,A0875a,A3417a,CC(C)(C)OC(=O)N1CC(C2CCCNC2)C1,C1CNCC(C2CNC2)C1,N-Boc_deprotection
