smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
N#CCC(=O)N[C@@H]1CCCC2(CC2)C1,C9783,A0310a,A3223a,A4874a,A0310a,N#CCC(=O)O,NC1CCCC2(CC2)C1,N#CCC(=O)NC1CCCC2(CC2)C1,Amidation
