smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
Cc1cc(NC[C@H]2CCCNC2)ccn1,C46503,A3986a,A3986a,A3564a,Cc1cc(N)ccn1,BrCC1CCCNC1,Cc1cc(NCC2CCCNC2)ccn1,Amine_alkylation
