smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,hit4,template,compound_set
Cc1cccc(C(C)C)c1,Sp3-sp2_Suzuki_coupling,Cc1cccc(Br)c1,CC(C)B1OC(C)(C)C(C)(C)O1,Cc1cccc(C(C)C)c1,A2513a,A0719a,A0451a,A2454a,A0719a,C193943
