smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CCc1nnc2n1C[C@H](NC(=O)CC[C@H]1CCCNC1)CC2,C57140,A0239a,A4874a,A4836a,A3849a,A0239a,A4712a,O=C(O)CCC1CCCNC1,CCc1nnc2n1CC(N)CC2,CCc1nnc2n1CC(NC(=O)CCC1CCCNC1)CC2,Amidation
