smiles,compound_set,template,hit1,hit2,reactant_step1,product_step1,reaction_name_step1
C1CNC[C@@H]([C@H]2CCCNC2)C1,C2619,A4786a,A4786a,A0875a,CC(C)(C)OC(=O)N1CCCC(C2CCCNC2)C1,C1CNCC(C2CCCNC2)C1,N-Boc_deprotection
