smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
C[C@H](NC[C@@H](n1cccn1)C(F)(F)F)c1cccc2[nH]ncc12,C686,A3207a,A0486a,A3207a,CC=O,OB(O)c1cccc2[nH]ncc12,CC(NCC(n1cccn1)C(F)(F)F)c1cccc2[nH]ncc12,Petasis-borono_Mannich_reaction,NCC(n1cccn1)C(F)(F)F
