smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
C[C@@H](N[C@@H]1CCN(C2CCC2)C1=O)c1ccc2[nH]ncc2c1,C5666,A4463a,A4463a,A0497a,CC=O,OB(O)c1ccc2[nH]ncc2c1,CC(NC1CCN(C2CCC2)C1=O)c1ccc2[nH]ncc2c1,Petasis-borono_Mannich_reaction,NC1CCN(C2CCC2)C1=O
