smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C[C@H](Sc1ccccn1)C(=O)N1CCC[C@H]1c1nccs1,C13661,A4031a,A1776a,A4031a,c1csc(C2CCCN2)n1,CC(Sc1ccccn1)C(=O)O,CC(Sc1ccccn1)C(=O)N1CCCC1c1nccs1,Amidation
