smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
CC1CCN([C@H](CNC(=O)CCc2ccc(=O)[nH]c2)C(C)C)CC1,Amidation,O=C(O)CCc1ccc(=O)[nH]c1,CC1CCN(C(CN)C(C)C)CC1,CC1CCN(C(CNC(=O)CCc2ccc(=O)[nH]c2)C(C)C)CC1,A0525a,A3194a,A3194a,C46745
