smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,hit4,hit5,template,compound_set
CCc1nnc2n1C[C@H](NC(=O)CC[C@H]1CCCNC1)CC2,Amidation,O=C(O)CCC1CCCNC1,CCc1nnc2n1CC(N)CC2,CCc1nnc2n1CC(NC(=O)CCC1CCCNC1)CC2,A0239a,A4836a,A4874a,A4712a,A3849a,A0239a,C57140
