smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
CC(C)N(C(=O)C1CCc2ccccc2CC1)C1CCNCC1,Amidation,CC(C)NC1CCNCC1,O=C(O)C1CCc2ccccc2CC1,CC(C)N(C(=O)C1CCc2ccccc2CC1)C1CCNCC1,A4456a,A1778a,A4456a,C8874
