smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,hit4,hit5,hit6,hit7,hit8,template,compound_set
C=C1CCN(C(=O)[C@@H](C)S)CC1,Amidation,CC(S)C(=O)O,C=C1CCNCC1,C=C1CCN(C(=O)C(C)S)CC1,A3557b,A4320a,A4343b,A4418a,A3581a,A3546a,A1776a,A5079a,A1776a,C6003
