smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CCCN(CCN1CCCCC1)C(=O)NCc1cn(C(C)C)cn1,C46715,A1209a,A1209a,A4445b,A0875a,CCCNCCN1CCCCC1,CC(C)n1cnc(CN)c1,CCCN(CCN1CCCCC1)C(=O)NCc1cn(C(C)C)cn1,Formation_of_urea_from_two_amines
