smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
CC[C@H](NS(=O)(=O)CCCCCC(=O)OC)c1ccncc1,C15053,A2629a,A0719a,A2629a,CCC=O,OB(O)c1ccncc1,CCC(NS(=O)(=O)CCCCCC(=O)OC)c1ccncc1,Petasis-borono_Mannich_reaction,COC(=O)CCCCCS(N)(=O)=O
