smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
CC[C@H](C)CCNC(=O)[C@H](C)c1cccnc1,Amidation,CCC(C)CCN,CC(C(=O)O)c1cccnc1,CCC(C)CCNC(=O)C(C)c1cccnc1,A1776a,A4333a,A4333a,C8035
