smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC(=O)N[C@@H](C)C1CCN(CCCN2CCNCC2)CC1,C52333,A0469a,A3986a,A0469a,A3483a,A4308a,CC(=O)NC(C)C1CCNCC1,OCCCN1CCNCC1,CC(=O)NC(C)C1CCN(CCCN2CCNCC2)CC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol
