smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
C1C[C@H](N2CC3(CC3)C2)CN1,Amine_alkylation,IC1CCNC1,C1CC12CNC2,C1CC(N2CC3(CC3)C2)CN1,A3694a,A5091a,A0875a,A0875a,C5394
