smiles,reaction_name_step1,reactant_step1,product_step11,hit1,hit2,template,compound_set
C1CNC[C@@H]([C@H]2CCCNC2)C1,N-Boc_deprotection,CC(C)(C)OC(=O)N1CCCC(C2CCCNC2)C1,C1CNCC(C2CCCNC2)C1,A0875a,A4786a,A4786a,C2619
