smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1,reactant3_step1
C[C@H](NCCn1ncc2ccccc21)c1c[nH]cn1,C97404,A0486a,A0309a,A0486a,CC=O,OB(O)c1c[nH]cn1,CC(NCCn1ncc2ccccc21)c1c[nH]cn1,Petasis-borono_Mannich_reaction,NCCn1ncc2ccccc21
