smiles,reaction_name_step1,reactant_step1,product_step11,hit1,hit2,template,compound_set
c1cc([C@H]2CCN2)n[nH]1,N-Boc_deprotection,CC(C)(C)OC(=O)N1CCC1c1cc[nH]n1,c1cc(C2CCN2)n[nH]1,A4035a,A0556a,A4035a,C4764
