smiles,reaction_name_step1,reactant_step1,reactant2_step1,reactant3_step1,product_step11,hit1,hit2,template,compound_set
C[C@H](NC[C@@H](n1cccn1)C(F)(F)F)c1cccc2[nH]ncc12,Petasis-borono_Mannich_reaction,CC=O,OB(O)c1cccc2[nH]ncc12,NCC(n1cccn1)C(F)(F)F,CC(NCC(n1cccn1)C(F)(F)F)c1cccc2[nH]ncc12,A0486a,A3207a,A3207a,C686
