smiles,compound_set,template,hit1,hit2,hit3,hit4,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
O=c1cccc(Br)n1C[C@H]1CCCNC1,C51256,A0525a,A0525a,A4020a,A5079b,A4031b,BrCC1CCCNC1,O=c1cccc(Br)[nH]1,O=c1cccc(Br)n1CC1CCCNC1,Amine_alkylation
