smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,hit4,hit5,hit6,template,compound_set
CC(C)S(=O)(=O)[C@@H]1CCN(C(=O)C[C@@H]2CCCN2)C1,Amidation,CC(C)S(=O)(=O)C1CCNC1,O=C(O)CC1CCCN1,CC(C)S(=O)(=O)C1CCN(C(=O)CC2CCCN2)C1,A4586a,A4708a,A1140a,A4343a,A4855a,A4333a,A1140a,C5356
