smiles,reaction_name_step1,reactant_step1,reactant2_step1,reactant3_step1,product_step11,hit1,hit2,template,compound_set
CC[C@H](NS(=O)(=O)CCCCCC(=O)OC)c1ccncc1,Petasis-borono_Mannich_reaction,CCC=O,OB(O)c1ccncc1,COC(=O)CCCCCS(N)(=O)=O,CCC(NS(=O)(=O)CCCCCC(=O)OC)c1ccncc1,A2629a,A0719a,A2629a,C15053
