smiles,hit1,hit2
Cc1cc(Br)cnc1N1CCN(C(=O)C(Sc2nc3ccccc3s2)C(C)C)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2cc(C#N)ccn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc(Br)cn2)C(=O)C1,A0469a,A4031b
COC(=O)c1cnc(N2CCN(C(=O)C(C)Sc3nc4ccccc4s3)CC2)c(Cl)c1,A0469a,A4031b
CCOC(=O)c1ccc(N2CCN(C(=O)C(C)Sc3nc4ccccc4s3)CC2)nc1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)NCc1ccnc(N2CCN(C)CC2)c1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc([N+](=O)[O-])cn2)CC1,A0469a,A4031b
CCOc1cccnc1N1CCN(C(=O)C(Sc2nc3ccccc3s2)C(C)C)CC1,A0469a,A4031b
CCOc1cccc(N2CCN(C(=O)C(Sc3nc4ccccc4s3)C(C)C)CC2)n1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ncccc2[N+](=O)[O-])CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc(C(N)=O)cn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)NCc1ccc(N2CCN(C)CC2)nc1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2cc(C#N)cc(Cl)n2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ncccc2C(N)=O)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ncc(Cl)cc2C#N)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)NCc1cccnc1N1CCN(C)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2nccc3sccc23)CC1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)N1CCN(c2nccc3c(Br)cccc23)CC1,A0469a,A4031b
CC(=O)N1CCN(c2cc(CNC(=O)C(C)Sc3nc4ccccc4s3)ccn2)CC1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCCC(=O)N1CCN(c2ccccn2)CC1,A0469a,A4031b
COC(=O)c1ccnc(N2CCN(C(=O)C(C)Sc3nc4ccccc4s3)CC2)c1F,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2nc(F)c(F)cc2F)CC1,A0469a,A4031b
Cc1ccnc(N2CCN(C(=O)C(Sc3nc4ccccc4s3)C(C)C)CC2)c1C#N,A0469a,A4031b
CCN1CCN(c2cc(CNC(=O)C(Sc3nc4ccccc4s3)C(C)C)ccn2)CC1,A0469a,A4031b
COc1nc(N2CCN(C)CC2)ccc1NC(=O)C(Sc1nc2ccccc2s1)C(C)C,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc(CN(C)C)cn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2cccc(C(F)(F)F)n2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc(S(N)(=O)=O)cn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc3ccccc3n2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ncccc2C(F)(F)F)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2cc(P(C)(C)=O)ccn2)CC1,A0469a,A4031b
CCN1CCN(c2ccc(CNC(=O)C(Sc3nc4ccccc4s3)C(C)C)cn2)CC1,A0469a,A4031b
CC(CN1CCN(c2ccccn2)CC1)NC(=O)C(Sc1nc2ccccc2s1)C(C)C,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc(S(=O)(=O)F)cn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2cc3ccccc3cn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2cccc(S(=O)(=O)F)n2)CC1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)N1CCN(c2nc3c(cc2C#N)CCCC3)CC1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCCS(=O)(=O)N1CCN(c2ccccn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)Nc1nc(CN2CCN(c3ccccn3)CC2)cs1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCCN1CCN(c2ccc(C(F)(F)F)cn2)CC1,A0469a,A4031b
CCOC(=O)c1ccc(N2CCN(C(=O)C(Sc3nc4ccccc4s3)C(C)C)CC2)nc1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ncc(C(F)(F)F)cc2Cl)CC1,A0469a,A4031b
COC(=O)c1cnc(N2CCN(C(=O)C(Sc3nc4ccccc4s3)C(C)C)CC2)c(Cl)c1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2nccc3c(Br)cccc23)CC1,A0469a,A4031b
CC(=O)N1CCN(c2cc(CNC(=O)C(Sc3nc4ccccc4s3)C(C)C)ccn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)NCCC(=O)N1CCN(c2ccccn2)CC1,A0469a,A4031b
COC(=O)c1ccnc(N2CCN(C(=O)C(Sc3nc4ccccc4s3)C(C)C)CC2)c1F,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)Nc1ccnc(N2CCN(C(=O)OC(C)(C)C)CC2)c1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)Nc1ccc(N2CCN(C(=O)OC(C)(C)C)CC2)nc1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)Nc1cccnc1N1CCN(C(=O)OC(C)(C)C)CC1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCc1ccc(N2CCN(c3ccccn3)CC2)nc1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)Nc1cccc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCc1ccc(N2CCN(c3ccccc3)CC2)nc1,A0469a,A4031b
COc1ccc(NC(=O)C(Sc2nc3ccccc3s2)C(C)C)c(N2CCN(C(C)=O)CC2)n1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)Nc1ccc(N2CCN(C(=O)C3CC3)CC2)nc1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)NCCS(=O)(=O)N1CCN(c2ccccn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)N1CCN(c2nc3c(cc2C#N)CCCC3)CC1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCc1ccnc(N2CCN(c3ccc(F)cc3)CC2)c1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCc1cccc(N2CCN(C(=O)OC(C)(C)C)CC2)n1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)NCc1ccnc(N2CCN(C(=O)OC(C)(C)C)CC2)c1,A0469a,A4031b
CC(Sc1nc2ccccc2s1)C(=O)N1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cn2)CC1,A0469a,A4031b
CC(C)C(Sc1nc2ccccc2s1)C(=O)NCCN1CCN(c2ccc(C(F)(F)F)cn2)CC1,A0469a,A4031b
CN1CCC(C2(NC(=O)C3CC(=O)Nc4ccccc43)CC2)CC1,A0586a,A0875a
CN1CCC(C2(NC(=O)C3CCN(C)c4ccccc43)CC2)CC1,A0586a,A0875a
CN1CCC(C2(NC(=O)C3CC(=O)Nc4cc(F)ccc43)CC2)CC1,A0586a,A0875a
CN1CCC(C(=O)N2CCCC23CN2CCC3CC2)c2ccccc21,A0586a,A0875a
CN1CCC(C2(NC(=O)C3CC(=O)N(C)c4ccccc43)CC2)CC1,A0586a,A0875a
CN1CCC(C2(NC(=O)C3CC(=O)Nc4c(F)cccc43)CC2)CC1,A0586a,A0875a
CN1CCC(C2(NC(=O)C3CC(=O)Nc4ccc(Br)cc43)CC2)CC1,A0586a,A0875a
O=C1CC(C(=O)N2CCCC23CN2CCC3CC2)c2ccccc2N1,A0586a,A0875a
O=C1CC(C(=O)N2CCCC23CN2CCC3CC2)c2cc(Br)ccc2N1,A0586a,A0875a
O=C1CC(C(=O)N2CCCC23CN2CCC3CC2)c2cccc(F)c2N1,A0586a,A0875a
CN1CCC(C2(NC(=O)C3(C)CC(=O)N(C)c4ccccc43)CC2)CC1,A0586a,A0875a
CN1CCC(C2(NC(=O)C3(O)CC(=O)Nc4ccc(Cl)cc43)CC2)CC1,A0586a,A0875a
CN1CCC(C2(NC(=O)C3(O)CC(=O)Nc4ccc(Br)cc43)CC2)CC1,A0586a,A0875a
CN1C(=O)CC(C(=O)N2CCCC23CN2CCC3CC2)c2ccccc21,A0586a,A0875a
O=C1CC(C(=O)N2CCCC23CN2CCC3CC2)c2ccc(F)cc2N1,A0586a,A0875a
CN1C(=O)CC(C)(C(=O)N2CCCC23CN2CCC3CC2)c2ccccc21,A0586a,A0875a
O=C1CC(O)(C(=O)N2CCCC23CN2CCC3CC2)c2cc(Cl)ccc2N1,A0586a,A0875a
O=C1CC(O)(C(=O)N2CCCC23CN2CCC3CC2)c2cc(Br)ccc2N1,A0586a,A0875a
CC(C(N)=O)N1CCC(C(=O)N2CCCC23CN2CCC3CC2)c2ccccc21,A0586a,A0875a
CN1CCC(C(=O)N2CCC(C(C)(C)NC(=O)OC(C)(C)C)CC2)c2ccccc21,A0586a,A0875a
CN1CCC(C(=O)NC(C)(C)C2CCN(C(=O)OC(C)(C)C)CC2)c2ccccc21,A0586a,A0875a
CN1CCC(C(=O)N2CCC(C3(NC(=O)OC(C)(C)C)CC3)CC2)c2ccccc21,A0586a,A0875a
CC(C)(C)OC(=O)N1CCC(C(C)(C)NC(=O)C2CC(=O)Nc3ccccc32)CC1,A0586a,A0875a
CC(C)(C)OC(=O)NC1(C2CCN(C(=O)C3CC(=O)Nc4ccccc43)CC2)CC1,A0586a,A0875a
CC(C)(C)OC(=O)N1CCC(C2(NC(=O)C3CC(=O)Nc4ccccc43)CC2)CC1,A0586a,A0875a
