smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C[C@H](CCc1ccccn1)NC(=O)c1ccncn1,C60642,A1146a,A3207a,A1146a,A4031a,O=C(O)c1ccncn1,CC(N)CCc1ccccn1,CC(CCc1ccccn1)NC(=O)c1ccncn1,Amidation
