smiles,compound_set,template,hit1,hit2,hit3,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
C1C[C@H](N2CC3(CC3)C2)CN1,C5394,A0875a,A3694a,A5091a,A0875a,IC1CCNC1,C1CC12CNC2,C1CC(N2CC3(CC3)C2)CN1,Amine_alkylation
