smiles,reaction_name_step1,reactant_step1,reactant2_step1,reactant3_step1,product_step11,hit1,hit2,template,compound_set
C[C@H](NCCn1ncc2ccccc21)c1c[nH]cn1,Petasis-borono_Mannich_reaction,CC=O,OB(O)c1c[nH]cn1,NCCn1ncc2ccccc21,CC(NCCn1ncc2ccccc21)c1c[nH]cn1,A0486a,A0309a,A0486a,C97404
