smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
NC(=O)Nc1ccc(CNC(=O)CC[C@H]2CCCNC2)cc1,Amidation,O=C(O)CCC1CCCNC1,NCc1ccc(NC(N)=O)cc1,NC(=O)Nc1ccc(CNC(=O)CCC2CCCNC2)cc1,A0926a,A0239a,A3975a,A0239a,C57322
