smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,hit3,template,compound_set
C[C@H](NC(=O)[C@@H]1CCCNC1)[C@@H]1C[C@@H]1C,Amidation,O=C(O)C1CCCNC1,CC(N)C1CC1C,CC1CC1C(C)NC(=O)C1CCCNC1,A3181b,A1145a,A4214b,A3181b,C51690
