smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
Cn1nc(C(=O)NCCc2cocn2)c2ccccc21,Amidation,NCCc1cocn1,Cn1nc(C(=O)O)c2ccccc21,Cn1nc(C(=O)NCCc2cocn2)c2ccccc21,A3436a,A2290a,A2290a,C107
