smiles,compound_set,template,hit1,hit2,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CC[C@@H](NC(=O)Nc1cccc(CC(=O)OC)n1)c1cccnc1,C48630,A4031a,A2629a,A4031a,COC(=O)Cc1cccc(N)n1,CCC(N)c1cccnc1,CCC(NC(=O)Nc1cccc(CC(=O)OC)n1)c1cccnc1,Formation_of_urea_from_two_amines
