smiles,reaction_name_step1,reactant_step1,reactant2_step1,product_step11,hit1,hit2,template,compound_set
O=C(CCc1[nH]nc2c1CCCC2)NCCC[C@H]1C=NNC1=O,Amidation,O=C(O)CCc1[nH]nc2c1CCCC2,NCCCC1C=NNC1=O,O=C(CCc1[nH]nc2c1CCCC2)NCCCC1C=NNC1=O,A0341a,A0717a,A0717a,C28573
