smiles,compound_set,template,hit1,hit2,hit3,hit4,hit5,reactant_step1,reactant2_step1,product_step1,reaction_name_step1
CN(Cc1ccc2c(c1)CCO2)C(=O)C(C)(C)N1CCCCC1,C49748,A0541a,A4707a,A0541a,A4331a,A3557b,A4214a,CC(C)(C(=O)O)N1CCCCC1,CNCc1ccc2c(c1)CCO2,CN(Cc1ccc2c(c1)CCO2)C(=O)C(C)(C)N1CCCCC1,Amidation
