target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-3-1,reactant-4-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C182,2,,,,Nc1cnc2c(c1)CNC2,O=C(O)c1cc(F)cc2n[nH]cc12,O=C(Nc1cnc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,Amidation,,,,,O=C(Nc1cnc2c(c1)CNC2)c1cc(F)cc2[nH]ncc12,CNCBr,CNCn1cc2c(C(=O)Nc3cnc4c(c3)CNC4)cc(F)cc2n1,Amine_alkylation,,
C253,2,,,,CN1Cc2ccc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)cc2C1,,CN1Cc2cc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)cc(Br)c2C1,Aromatic_bromination,,,,,O=C(O)c1cc(Cl)cc2c1cnn2C1CNC1,CN1Cc2ccc(N)cc2C1,CN1Cc2ccc(NC(=O)c3cc(Cl)cc4c3cnn4C3CNC3)cc2C1,Amidation,,
