name gnina_score gnina_score_min smina_score_min min_rmsd 
P538690 5.212 5.137 -5.233 1.608
P538691 5.419 5.470 -4.814 0.560
P538692 5.331 5.351 -6.649 0.302
P538693 5.451 5.509 -5.345 0.533
P538694 5.346 5.391 -5.044 0.395
P538695 5.409 5.281 -4.802 1.023
P538696 5.435 5.312 -5.163 2.290
P538697 5.415 5.284 -5.115 1.139
P538698 5.395 5.193 -5.805 0.876
P538699 5.358 5.384 -6.258 0.665
P538700 5.594 5.636 -6.371 0.682
P538701 5.675 5.685 -6.957 0.273
P538702 5.759 5.785 -7.334 0.313
P538703 5.512 5.568 -6.343 0.339
P538705 5.552 5.524 -6.283 0.388
P538706 5.555 5.615 -6.790 0.382
P538707 5.375 5.191 -5.739 1.060
P538708 5.638 5.402 -6.727 0.792
P538709 5.559 5.484 -6.122 0.843
P538710 5.691 5.507 -7.002 0.714
P538711 5.465 5.340 -6.065 0.795
P538712 5.221 4.906 -5.096 2.853
P538713 5.235 4.592 -4.728 3.298
P538714 5.701 5.442 -6.892 0.894
P538716 5.436 5.445 -5.530 0.539
P538717 5.414 5.494 -5.726 1.646
P538718 5.483 5.485 -5.692 0.665
P538719 5.345 5.427 -5.970 2.916
P538721 5.238 5.347 -5.083 1.456
P538722 5.544 5.266 -4.788 1.595
P538723 5.653 5.368 -4.296 0.795
P538724 5.450 5.151 -4.741 1.538
P538725 5.472 5.492 -3.442 0.750
P538726 5.479 5.330 -4.931 1.271
P538727 5.172 5.116 -4.988 0.648
P538728 5.424 5.354 -4.834 0.717
P538729 5.665 5.673 -6.174 0.552
P538730 5.399 5.429 -6.187 0.614
P538731 5.725 5.725 -6.741 0.306
P538732 5.613 5.629 -6.880 0.249
P538733 5.805 5.812 -7.299 0.257
P538734 5.557 5.500 -6.329 0.988
P538736 5.522 5.517 -6.159 0.476
P538737 5.672 5.248 -5.065 2.328
P538738 5.552 5.512 -6.075 0.986
P538739 5.292 5.273 -6.242 0.419
P538740 5.613 5.592 -6.768 0.378
P538741 5.513 5.522 -6.621 0.352
P538742 5.541 5.502 -5.780 0.680
P538743 5.441 5.439 -6.340 0.348
P538744 5.643 5.571 -6.573 0.741
P538746 5.518 5.645 -1.023 0.721
P538747 5.532 5.524 -6.166 0.299
P538749 5.445 5.449 -6.231 0.390
P538750 5.586 5.353 -5.878 0.874
P538751 5.450 5.323 -6.395 0.523
P538752 5.613 5.607 -6.829 0.467
P538753 5.585 5.317 -5.029 2.251
P538754 5.579 5.571 -6.065 0.945
P538755 5.383 5.307 -6.117 0.599
P538756 5.576 5.584 -6.988 0.307
P538757 5.463 5.408 -4.890 0.886
P538758 5.366 4.999 -5.266 2.043
P538759 5.412 5.060 -5.259 2.076
P538760 5.605 5.661 -5.400 2.657
P538761 5.329 5.301 -5.046 1.820
P538762 5.585 5.585 -6.019 0.504
P538763 5.501 5.516 -6.760 0.369
P538764 5.475 5.455 -5.408 1.835
P538765 5.252 5.253 -6.365 0.411
P538766 5.504 5.489 -6.282 0.820
P538767 5.648 5.707 -7.334 0.331
P538768 5.450 5.373 -6.397 0.969
P538769 5.383 5.393 -6.128 0.414
P538770 5.660 5.761 -6.630 0.308
P538771 5.588 5.576 -6.601 0.509
P538772 5.787 5.848 -7.199 0.308
P538773 5.481 5.559 -6.325 0.258
P538774 5.656 5.485 -4.705 1.844
P538775 5.786 5.727 -6.613 0.685
P538777 5.775 5.706 -4.707 1.619
P538778 5.692 5.497 -4.735 1.692
P538779 5.907 5.563 -5.040 1.550
P538780 5.654 5.595 -6.784 0.772
P538782 5.490 5.064 -4.524 1.507
P538783 5.473 5.361 -6.214 0.645
P538784 5.791 5.540 -6.991 0.685
P538786 5.614 5.391 -5.834 0.809
P538787 5.671 5.591 -7.074 0.370
P538788 5.527 5.499 -6.710 0.226
P538789 5.615 5.595 -6.717 0.194
P538790 5.587 5.279 -5.521 0.784
P538791 5.556 5.530 -6.072 0.588
P538792 5.421 5.111 -5.165 0.646
P538793 5.286 4.477 -5.246 2.781
P538794 5.613 4.523 -5.275 3.189
P538795 5.206 5.057 -3.575 1.082
P538797 5.397 5.370 -5.111 0.555
P538798 5.420 5.524 -4.966 1.114
P538799 5.594 5.581 -6.900 0.324
P538800 5.463 5.398 -6.371 0.860
P538801 5.526 5.162 -5.062 1.307
P538802 5.515 5.573 -4.813 0.574
P538803 5.305 4.905 -5.230 2.132
P538804 5.538 5.483 -5.206 0.555
P538805 5.157 4.745 -5.111 1.406
P538806 5.670 5.212 -4.820 2.335
P538807 5.610 4.955 -5.239 2.393
P538808 5.426 5.195 -4.371 1.406
P538809 5.652 5.384 -5.124 1.398
P538810 5.628 5.340 -5.163 1.362
P538811 5.800 5.845 -5.098 1.609
P538812 5.675 5.231 -5.168 1.492
P538813 5.781 5.384 -4.967 1.503
P538814 5.500 5.341 -6.020 0.819
P538815 5.790 5.630 -7.345 0.671
P538816 5.492 5.321 -6.402 0.655
P538817 5.661 5.419 -6.808 0.798
P538818 5.319 5.171 -6.001 0.798
P538819 5.504 5.372 -5.999 0.771
P538821 5.523 5.329 -6.387 0.619
P538822 5.670 5.414 -3.885 1.579
P538824 5.740 5.755 -0.505 0.409
P538825 5.805 5.413 -5.228 2.276
P538826 5.727 5.519 -5.367 1.775
P538827 5.265 4.671 -5.096 2.911
P538828 5.276 5.242 -5.636 1.319
P538829 5.912 5.890 -4.883 2.241
P538830 5.561 5.159 -4.734 2.002
P538831 5.553 5.348 -4.680 1.872
P538832 5.731 5.428 -5.387 1.561
P538833 5.776 5.652 -4.768 0.923
P538834 5.715 5.621 -4.975 2.481
P538835 5.705 5.801 -4.902 3.403
P538836 5.492 5.486 -4.921 1.502
P538838 5.557 5.409 -4.522 1.598
P538839 5.658 5.684 -5.361 0.816
P538840 5.621 5.647 -4.972 1.217
P538841 5.394 5.171 -5.236 1.440
P538842 5.638 5.607 -5.442 1.237
P538843 5.744 5.470 -5.045 1.550
P538844 5.544 5.471 -4.877 1.264
P538845 5.781 5.735 -4.551 0.748
P538846 5.668 5.500 -4.616 1.317
P538847 5.622 5.610 -3.872 0.442
P538848 5.558 4.787 -4.991 2.790
P538849 5.530 5.454 -3.133 0.384
P538850 5.434 5.105 -4.692 1.094
P538851 5.565 5.374 -5.577 1.137
P538852 5.483 5.247 -5.599 1.477
P538853 5.649 5.539 -5.931 0.861
P538854 5.426 5.281 -5.216 0.868
P538855 5.573 4.822 -4.863 2.808
P538856 5.415 4.959 -4.741 1.303
P538857 5.573 5.186 -4.808 0.894
P538858 5.463 5.275 -5.365 1.669
P538859 5.516 5.467 -4.337 0.993
P538860 5.473 5.438 -5.155 0.955
P538861 5.434 4.980 -4.912 1.150
P538862 5.477 4.983 -5.046 1.984
P538863 5.364 4.831 -4.361 2.073
P538864 5.401 4.863 -4.943 2.640
P538865 5.321 4.751 -4.855 2.805
P538866 5.534 5.499 -5.482 1.499
P538867 5.369 5.010 -5.291 0.786
P538868 5.520 5.288 -5.893 1.804
P538870 5.673 5.567 -4.662 0.452
P538871 5.787 5.653 -4.591 1.811
P538872 5.528 5.409 -5.269 0.650
P538873 5.288 5.228 -5.277 1.048
P538874 5.573 5.388 -5.787 1.032
P538875 5.514 5.407 -5.584 1.392
P538876 5.714 5.420 -5.986 1.370
P538877 5.342 5.025 -5.382 3.060
P538878 5.726 5.446 -7.058 0.697
P538879 5.848 5.856 -7.673 0.203
P538880 5.554 5.554 -6.879 0.281
P538881 5.413 5.456 -7.102 0.396
P538882 5.477 5.496 -6.000 0.306
P538883 5.380 5.299 -5.682 0.639
P538884 5.361 5.237 -5.656 1.568
P538885 5.483 5.322 -5.584 0.828
P538886 5.569 5.631 -6.943 0.394
P538887 5.397 5.284 -6.270 0.725
P538888 5.347 5.339 -5.680 0.475
P538889 5.696 5.683 -6.399 0.408
P538890 5.355 5.354 -5.888 0.987
P538891 5.514 5.500 -7.407 0.267
P538892 5.454 5.484 -7.001 0.449
P538893 5.532 5.595 -7.020 0.396
P538894 5.449 5.473 -6.830 0.424
P538895 5.506 5.347 -6.616 0.751
P538896 5.765 5.577 -6.103 0.752
P538897 5.461 5.432 -6.826 0.361
P538898 5.551 5.535 -6.769 0.247
P538899 5.724 5.772 -7.513 0.407
P538900 5.519 5.534 -6.576 0.747
P538901 5.418 5.378 -5.721 0.371
P538902 5.563 5.340 -6.104 1.118
P538903 5.480 5.450 -6.897 0.373
P538904 5.482 5.281 -6.448 2.778
P538905 5.459 5.438 -6.758 0.320
P538906 5.790 5.852 -7.135 0.206
P538907 5.538 5.499 -6.687 0.223
P538909 5.674 5.507 -6.019 0.778
P538910 5.671 5.491 -6.161 0.751
P538911 5.878 5.647 -7.186 0.635
P538912 5.725 5.554 -6.695 0.687
P538913 5.831 5.620 -6.785 0.556
P538914 5.326 5.288 -5.351 0.303
P538915 5.408 5.341 -5.762 0.843
P538916 5.560 5.581 -6.836 0.238
P538917 5.815 5.825 -7.695 0.187
P538918 5.540 5.565 -6.758 0.571
P538919 5.512 5.377 -6.534 0.758
P538920 5.489 5.471 -6.846 0.474
P538921 5.493 5.555 -7.089 0.400
P538922 5.535 5.590 -7.042 0.265
P538923 5.486 5.563 -6.940 0.331
P538924 5.521 5.351 -6.494 1.017
P538925 5.616 5.078 -5.061 1.795
P538926 5.530 5.514 -6.720 0.581
P538927 5.704 5.682 -7.076 0.477
P538928 5.428 5.440 -6.983 0.377
P538929 5.635 5.416 -7.102 0.645
P538930 5.404 5.339 -5.389 1.007
P538931 5.543 5.435 -5.336 1.107
P538932 5.187 5.159 -5.203 1.124
P538933 5.488 4.930 -5.715 1.517
P538934 5.419 5.369 -5.627 1.397
P538935 5.699 5.334 -5.606 1.752
P538936 5.355 4.952 -5.195 1.459
P538937 5.517 5.219 -5.930 2.065
P538939 5.555 5.318 -6.369 1.003
P538940 5.556 5.388 -6.484 0.748
P538941 5.568 5.404 -6.571 0.549
P538942 5.593 5.465 -6.261 2.061
P538944 5.573 5.028 -5.199 2.026
P538945 5.697 5.529 -5.895 1.081
P538946 5.583 5.603 -3.825 0.358
P538947 5.746 5.691 -3.939 0.285
P538948 5.478 5.415 -6.793 0.818
P538949 5.644 5.630 -7.344 0.346
P538950 5.482 5.488 -5.903 0.292
P538951 5.601 5.631 -7.073 0.758
P538952 5.529 5.593 -6.379 0.706
P538953 5.739 5.716 -3.039 0.293
P538954 5.549 5.221 -4.611 0.978
P538955 5.570 5.232 -4.398 1.484
P538956 5.837 5.472 -4.310 2.139
P538957 5.645 5.441 -4.614 0.731
P538958 5.459 5.396 -5.825 0.849
P538959 5.688 5.669 -4.948 1.375
P538960 5.457 5.462 -5.903 0.299
P538961 5.384 5.474 -5.914 2.720
P538962 5.778 5.480 -5.600 1.804
P538963 5.775 5.129 -5.127 2.181
P538964 5.599 5.621 -7.160 0.350
P538965 5.624 5.655 -7.153 0.376
P538966 5.659 5.379 -4.735 2.075
P538967 5.769 5.560 -4.803 2.141
P538968 5.610 5.579 -7.020 0.281
P538969 5.832 5.814 -6.347 0.923
P538970 5.595 5.592 -7.007 0.252
P538971 5.597 5.321 -5.032 1.083
P538972 5.422 4.990 -5.142 2.419
P538973 5.644 5.174 -5.478 2.336
P538974 5.661 5.497 -5.295 1.370
P538975 5.556 5.530 -5.556 1.563
P538977 5.455 5.013 -4.884 2.213
P538978 5.504 5.514 -7.169 0.377
P538979 5.505 5.509 -7.124 0.436
P538980 5.594 5.636 -6.970 0.470
P538981 5.523 5.569 -6.225 0.707
P538982 5.597 5.643 -6.999 0.320
P538983 5.617 5.672 -7.017 0.312
P538984 5.648 5.640 -7.047 0.250
P538985 5.416 5.488 -6.393 0.749
P538986 5.427 5.464 -6.062 0.796
P538987 5.559 5.439 -6.772 0.696
P538988 5.834 5.762 -6.457 0.975
P538989 5.700 5.460 -4.838 1.091
P538990 5.712 5.356 -4.846 1.289
P538991 5.567 5.498 -6.814 0.414
P538992 6.002 5.839 -4.928 0.449
P538993 5.513 5.536 -7.105 0.779
P538994 5.507 5.510 -7.156 0.555
P538995 5.490 5.500 -7.149 0.339
P538996 5.737 5.848 -6.819 1.229
P538997 5.492 5.505 -7.157 0.355
P538998 5.897 5.848 -4.426 1.379
P538999 5.923 5.763 -4.872 1.653
P539000 5.888 5.749 -4.932 1.598
P539001 5.965 5.936 -5.093 0.301
P539002 5.925 6.073 -6.271 1.686
P539003 5.570 5.510 -6.878 0.410
P539004 5.835 5.858 -6.415 0.881
P539005 5.458 5.368 -6.109 0.845
P539006 5.708 5.556 -5.274 0.507
P539007 5.743 5.409 -5.285 0.894
P539008 5.729 5.343 -4.728 2.124
P539009 5.767 5.471 -4.925 1.027
P539010 5.610 5.449 -5.520 1.116
P539011 5.676 5.504 -5.180 0.625
P539012 5.537 5.560 -6.970 0.650
P539013 5.524 5.477 -7.014 0.395
P539014 5.727 5.717 -6.524 0.713
P539015 5.615 5.622 -7.055 0.436
P539016 5.619 5.613 -7.082 0.384
P539017 5.842 5.715 -6.543 0.908
P539018 5.635 5.622 -7.078 0.396
P539019 5.695 5.338 -4.993 2.186
P539020 5.636 5.362 -4.691 2.120
P539021 5.725 5.002 -5.135 2.249
P539022 5.736 5.087 -4.824 2.792
P539023 5.514 5.510 -7.006 0.456
P539024 5.558 5.580 -6.278 0.713
P539025 5.389 5.052 -4.746 1.468
P539026 5.654 5.403 -5.272 3.177
P539027 5.532 5.340 -5.239 1.791
P539028 5.431 4.993 -5.779 2.525
P539029 5.570 5.352 -5.105 2.253
P539030 5.634 5.366 -4.628 1.849
P539031 5.883 5.783 -4.315 1.196
P539032 5.740 5.596 -5.209 1.465
P539033 5.676 5.504 -4.461 1.922
P539034 5.769 5.183 -4.810 2.155
P539035 6.013 6.002 -5.316 2.011
P539036 5.888 5.996 -4.670 1.608
P539037 5.826 5.630 -5.122 1.273
P539038 5.838 5.548 -4.770 1.390
P539039 5.356 4.805 -5.293 2.860
P539040 5.458 5.239 -5.134 2.346
P539041 5.580 5.603 -7.155 0.349
P539042 5.614 5.493 -6.681 0.807
P539043 5.587 5.478 -6.661 0.757
P539044 5.501 5.336 -5.927 0.973
P539045 5.584 5.483 -6.686 0.942
P539046 5.575 5.470 -6.651 0.839
P539047 5.586 5.474 -6.681 0.812
P539048 5.830 5.600 -6.507 0.919
P539049 5.582 5.478 -6.671 0.719
P539050 5.646 5.638 -7.077 0.375
P539051 5.674 5.647 -7.080 0.479
P539052 5.625 5.063 -4.963 2.423
P539053 5.573 5.599 -7.163 0.360
P539054 5.330 5.020 -5.435 2.203
P539055 5.422 4.612 -4.554 3.171
P539056 5.563 5.548 -6.933 0.411
P539057 5.469 5.526 -6.206 0.666
P539058 5.785 5.722 -6.996 0.930
P539059 5.544 5.521 -6.971 0.372
P539060 5.827 5.637 -5.593 0.946
P539061 5.546 5.602 -5.433 0.335
P539062 5.604 5.571 -7.157 0.347
P539063 5.461 5.545 -5.507 0.355
P539064 5.533 5.352 -5.416 0.853
P539065 5.596 5.366 -5.144 1.329
P539066 5.587 5.476 -5.219 1.687
P539067 5.679 5.768 -5.004 1.125
P539068 5.589 5.499 -5.603 1.092
P539069 5.461 5.519 -5.764 0.680
P539070 5.378 5.359 -6.650 0.381
P539071 5.413 4.836 -4.559 2.514
P539072 5.653 5.523 -6.577 0.788
P539073 5.497 5.435 -5.510 1.130
P539074 5.572 5.185 -6.656 2.070
P539075 5.425 5.305 -5.032 1.285
P539076 5.477 5.498 -6.007 0.401
P539077 5.478 5.391 -5.695 1.201
P539078 5.571 5.771 -5.362 1.093
P539079 5.456 5.476 -6.011 0.434
P539080 5.447 5.482 -5.975 0.415
P539081 5.456 5.545 -5.898 0.758
P539082 5.324 5.282 -5.625 0.941
P539083 5.694 5.452 -6.600 0.811
P539084 5.913 5.794 -7.655 0.435
P539085 5.542 5.482 -5.779 1.665
P539086 5.509 5.430 -5.808 0.317
P539087 5.625 5.462 -6.581 0.857
P539088 5.547 5.224 -5.502 2.014
P539089 5.784 5.437 -6.380 1.306
P539090 5.571 5.534 -4.078 0.447
P539091 5.466 5.404 -5.734 0.706
P539092 5.448 5.435 -4.565 0.848
P539093 5.644 5.578 -6.180 0.835
P539094 5.544 5.458 -5.852 0.364
P539095 5.681 5.624 -6.564 0.983
P539096 5.631 5.457 -6.863 0.655
P539097 5.450 5.330 -5.731 1.562
P539098 5.369 5.203 -5.817 2.190
P539099 5.540 5.435 -5.478 0.854
P539100 5.611 5.401 -6.213 1.258
P539101 5.539 5.210 -5.285 1.870
P539102 5.506 5.499 -5.942 1.657
P539103 5.859 5.609 -6.114 1.152
P539104 5.352 5.314 -5.830 0.751
P539105 5.409 5.351 -5.848 0.841
P539106 5.400 4.911 -4.935 3.503
P539107 5.494 5.588 -6.118 0.948
P539108 5.365 5.180 -6.597 0.853
P539109 5.766 5.627 -7.484 0.707
P539110 5.517 5.389 -6.687 0.815
P539111 5.486 5.364 -5.891 1.277
P539112 5.470 5.349 -6.754 0.640
P539113 5.479 4.806 -4.625 2.467
P539114 5.619 5.517 -6.576 0.823
P539115 5.610 5.523 -6.598 0.963
P539116 5.610 5.403 -6.646 0.940
P539117 5.611 4.618 -4.861 3.408
P539118 5.647 5.560 -6.539 0.688
P539119 5.527 5.502 -5.732 0.793
P539120 5.772 5.480 -5.327 1.491
P539121 5.411 5.074 -4.776 2.066
P539122 5.515 4.683 -4.522 2.862
P539123 5.628 5.158 -5.054 2.358
P539124 5.490 5.336 -4.715 3.116
P539125 5.646 5.544 -5.374 2.227
P539126 5.963 5.559 -5.294 3.356
P539127 5.603 5.493 -5.975 0.827
P539128 5.886 5.666 -4.913 1.249
P539129 6.001 5.771 -4.828 1.454
P539130 5.554 5.045 -4.400 2.129
P539131 5.505 5.684 -2.404 1.298
P539132 5.582 5.248 -5.717 1.540
P539133 5.821 5.455 -5.099 1.818
P539134 5.526 5.525 -4.923 0.402
P539135 5.586 5.396 -6.025 2.074
P539136 5.492 5.328 -5.056 1.720
P539137 5.583 5.288 -6.050 2.089
P539138 5.609 5.260 -5.693 1.544
P539139 5.596 5.211 -5.857 1.799
P539140 5.784 5.090 -5.320 2.236
P539141 5.617 5.418 -6.403 0.943
P539142 5.881 5.631 -5.906 0.784
P539144 5.620 5.507 -6.423 0.806
P539145 5.596 5.475 -6.450 0.792
P539146 5.676 5.040 -5.202 2.484
P539147 5.654 5.034 -5.475 2.263
P539148 5.610 5.565 -6.637 0.420
P539149 5.544 5.493 -5.749 0.848
P539150 5.406 5.307 -4.821 1.313
P539151 5.477 5.444 -5.779 1.687
P539152 5.502 5.479 -5.267 0.588
P539156 5.766 5.763 -6.186 0.280
P539157 5.631 5.579 -6.659 1.075
P539158 5.554 5.530 -6.728 0.370
P539159 5.563 5.507 -6.784 0.439
P539160 5.537 5.458 -6.764 0.696
P539161 5.583 5.468 -6.847 0.680
P539162 5.561 5.457 -6.777 0.700
P539163 5.423 5.311 -6.085 0.741
P539164 5.910 5.956 -5.066 2.255
P539165 5.738 5.823 -5.284 1.524
P539166 5.751 5.485 -6.058 1.736
P539167 5.988 5.833 -5.343 1.659
P539168 6.055 5.887 -2.800 1.038
P539170 5.491 5.341 -6.861 0.695
P539172 5.711 5.739 -6.410 0.482
P539175 5.893 5.806 -4.558 1.394
P539176 5.943 5.985 -4.599 1.653
P539177 5.838 5.659 -5.075 1.007
P539178 5.746 5.762 -5.156 2.023
P539179 5.964 5.987 -4.779 2.078
P539180 5.591 5.481 -6.767 0.689
P539181 5.717 5.480 -4.694 1.400
P539182 5.947 5.889 -5.416 1.822
P539183 5.424 5.396 -5.208 1.265
P539184 5.729 5.417 -5.257 1.113
P539185 6.064 5.987 -5.554 2.417
P539186 5.844 5.806 -5.265 1.799
P539187 5.665 5.262 -4.875 1.733
P539188 5.554 5.481 -6.764 0.726
P539189 5.472 5.508 -5.421 1.367
P539190 5.677 5.338 -4.806 1.787
P539191 5.523 5.465 -5.758 1.218
P539192 5.544 5.535 -5.400 0.971
P539193 5.937 5.371 -5.551 1.874
P539194 5.932 5.089 -4.971 3.150
P539195 5.732 5.607 -6.929 0.727
P539196 5.606 5.492 -6.177 1.112
P539197 5.747 5.551 -6.873 0.686
P539198 5.715 5.523 -6.922 0.726
P539199 5.709 5.648 -6.785 0.856
P539200 5.715 5.551 -6.924 0.707
P539201 5.723 5.528 -6.896 0.632
P539202 5.941 5.702 -6.250 0.922
P539203 5.687 5.705 -6.753 1.247
P539206 5.793 5.818 -6.713 0.437
P539208 5.664 5.648 -6.798 0.383
P539209 5.639 5.654 -6.750 0.357
P539210 6.086 5.830 -5.012 1.449
P539212 5.982 5.916 -5.102 1.190
P539213 5.835 5.548 -4.712 1.345
P539214 5.921 5.526 -5.098 1.871
P539215 5.858 5.521 -5.028 2.238
P539216 5.835 5.491 -4.662 1.742
P539217 5.687 5.295 -5.080 2.163
P539218 5.784 5.494 -5.164 1.038
P539219 5.479 5.455 -6.624 0.359
P539220 5.577 5.651 -5.605 0.659
P539221 5.377 5.374 -6.011 0.734
P539222 5.612 5.641 -5.581 0.309
P539223 5.551 5.623 -6.239 0.480
P539224 5.648 5.592 -6.389 1.075
P539225 5.450 5.405 -6.658 0.447
P539226 5.533 5.616 -5.641 0.613
P539227 5.636 5.487 -5.460 0.826
P539228 5.914 5.624 -5.343 1.374
P539229 5.572 5.677 -4.737 1.146
P539230 5.716 5.583 -5.686 0.880
P539231 5.661 5.572 -5.663 1.014
P539232 5.643 5.522 -5.655 1.145
P539233 5.818 5.616 -4.401 2.206
P539234 5.400 5.404 -5.650 0.311
P539235 5.409 5.399 -5.728 0.399
P539236 5.521 5.280 -6.033 2.313
P539239 5.678 5.566 -5.539 1.873
P539241 5.472 5.381 -6.456 0.998
P539242 5.683 5.746 -6.055 1.192
P539245 5.804 5.736 -6.620 0.291
P539247 5.593 5.529 -6.657 0.524
P539248 5.700 5.555 -6.332 0.774
P539249 5.531 5.554 -7.010 0.335
P539250 5.514 5.512 -7.006 0.386
P539251 5.617 5.639 -6.841 0.509
P539252 5.393 5.293 -5.643 0.681
P539253 5.456 5.400 -5.638 0.616
P539254 5.729 5.726 -5.783 2.946
P539255 5.769 5.530 -4.760 2.006
P539256 5.654 5.327 -5.068 1.805
P539257 5.543 5.554 -6.949 0.272
P539260 5.710 5.751 -6.863 0.398
P539262 5.662 5.538 -6.368 0.895
P539263 5.612 5.334 -5.355 0.692
P539264 5.592 5.197 -5.365 1.280
P539266 5.934 5.773 -5.751 0.680
P539269 5.535 5.642 -5.749 0.453
P539270 5.399 5.427 -3.799 0.554
P539271 5.523 4.743 -5.126 2.323
P539272 5.497 5.497 -5.588 0.894
P539273 5.374 5.304 -5.515 1.120
P539274 5.343 5.068 -5.259 1.178
P539276 5.649 5.575 -5.945 0.632
P539278 5.489 5.496 -5.702 0.475
P539279 5.505 5.498 -5.804 0.625
P539283 5.693 5.682 -5.521 1.668
P539284 5.665 5.444 -6.385 0.966
P539285 5.577 5.545 -5.097 0.390
P539286 5.930 5.832 -5.090 0.455
P539287 5.626 5.611 -6.788 1.039
P539288 5.621 5.600 -6.746 0.256
P539291 5.783 5.824 -6.766 0.300
P539293 5.622 5.672 -7.043 0.416
P539294 5.625 5.629 -6.886 0.370
P539297 5.761 5.801 -6.813 0.504
P539298 5.586 5.587 -6.804 0.315
P539299 5.564 5.459 -5.494 1.036
P539300 5.656 5.440 -5.738 2.688
P539301 5.760 5.735 -3.596 0.325
P539302 5.531 5.469 -5.574 0.664
P539303 5.526 5.499 -5.785 0.740
P539304 5.722 5.558 -5.483 2.450
P539305 5.609 5.594 -3.666 0.402
P539306 5.851 5.852 -4.300 0.364
P539307 5.790 5.862 -5.932 1.899
P539308 5.683 5.507 -5.580 1.123
P539309 5.738 5.686 -5.480 0.834
P539310 5.598 5.226 -5.402 1.038
P539311 5.545 5.452 -6.567 0.649
P539312 5.527 4.906 -4.808 2.000
P539313 5.621 5.318 -6.009 0.987
P539314 5.640 5.380 -5.547 0.597
P539315 5.839 5.711 -4.923 1.463
P539316 5.696 5.687 -5.299 1.412
P539317 5.770 5.538 -5.789 0.848
P539318 6.006 5.744 -6.601 0.660
P539322 5.731 5.125 -5.811 2.974
P539323 5.908 5.465 -4.967 1.297
P539324 5.638 5.475 -5.609 2.138
P539325 5.795 5.406 -5.429 1.051
P539326 5.812 5.366 -5.630 2.540
P539329 5.731 5.645 -5.128 1.991
P539331 5.624 5.550 -6.067 0.982
P539332 5.453 5.525 -5.307 1.299
P539333 5.485 5.519 -5.209 1.177
P539334 5.741 5.530 -4.673 1.399
P539335 5.631 5.696 -6.336 0.974
P539336 5.517 5.512 -5.706 1.233
P539338 5.760 5.666 -5.642 1.008
P539341 5.611 5.720 -2.500 1.143
P539342 5.735 5.092 -5.319 2.436
P539343 5.763 5.606 -5.262 1.889
P539344 5.736 5.615 -4.179 1.464
P539345 5.640 5.344 -5.629 2.190
P539346 5.650 5.614 -3.004 1.440
P539347 5.624 5.649 -1.189 0.563
P539348 5.660 5.583 -5.489 2.418
P539349 5.429 5.170 -5.333 1.160
P539350 5.598 5.631 -6.572 1.376
P539351 5.594 5.502 -6.736 0.655
P539352 5.567 5.489 -6.503 0.665
P539354 5.866 5.728 -5.827 0.633
P539357 6.097 5.429 -5.803 2.557
P539358 6.091 5.857 -4.710 1.910
P539359 5.722 5.447 -5.014 0.981
P539360 5.680 5.138 -6.559 3.943
P539361 6.074 6.192 -5.429 1.521
P539362 6.055 5.802 -2.473 1.779
P539363 6.097 5.955 -5.102 2.112
P539364 5.809 5.468 -4.430 1.956
P539365 6.032 5.462 -5.300 2.904
P539366 5.494 5.138 -5.135 1.294
P539367 5.972 5.564 -5.039 2.857
P539368 5.864 5.900 -4.282 1.931
P539369 6.119 6.172 -5.762 2.095
P539370 5.911 5.586 -4.898 1.782
P539371 5.756 5.584 -6.612 0.736
P539372 5.610 5.382 -5.252 1.956
P539373 5.483 5.482 -5.230 1.115
P539374 5.552 5.303 -5.814 3.349
P539376 5.947 5.520 -5.008 2.309
P539377 5.662 5.629 -6.329 1.515
P539379 5.689 5.639 -4.453 1.858
P539381 5.582 5.388 -5.675 1.995
P539382 5.696 5.739 -6.333 1.001
P539383 5.358 5.458 -5.352 1.477
P539384 5.622 5.650 -4.453 1.410
P539386 5.914 5.823 -5.330 1.390
P539388 5.749 5.624 -6.657 0.531
P539389 5.620 4.976 -5.552 2.701
P539390 5.555 4.731 -4.919 1.955
P539391 5.557 5.475 -5.423 1.664
P539392 5.572 5.467 -5.562 1.639
P539393 5.563 5.573 -4.937 0.378
P539394 5.522 5.478 -5.023 1.525
P539395 5.545 5.503 -5.436 1.135
P539396 5.910 5.539 -4.664 2.846
P539397 5.679 5.714 -3.329 1.823
P539398 5.753 5.735 -3.722 0.421
P539399 5.726 5.715 -3.727 0.270
P539400 5.549 5.478 -6.289 1.458
P539404 5.593 5.579 -6.386 0.489
P539405 5.502 5.424 -6.441 0.465
P539406 5.505 5.507 -6.473 0.501
P539407 5.671 5.750 -6.265 1.241
P539408 5.465 5.535 -6.183 2.088
P539409 5.740 4.826 -5.093 2.477
P539410 6.116 5.894 -4.530 0.936
P539411 5.905 5.727 -4.858 1.826
P539412 5.915 5.838 -5.831 1.012
P539413 5.928 5.863 -5.177 0.471
P539414 5.590 5.613 -1.851 0.506
P539415 5.779 5.851 -2.485 1.527
P539416 5.845 5.625 -3.065 1.277
P539417 5.865 5.259 -5.997 2.829
P539418 5.700 5.471 -6.897 0.532
P539419 6.105 5.539 -4.940 2.468
P539420 6.144 5.293 -5.439 3.763
P539421 5.876 5.516 -4.866 3.692
P539422 6.174 6.036 -5.374 1.347
P539423 6.147 5.940 -5.302 1.291
P539424 6.239 5.461 -5.491 3.045
P539425 6.113 5.910 -5.212 1.472
P539426 5.566 5.540 -5.394 1.325
