id,smiles
2404,CC(C)=CCCC(C)CC(=O)N(C(C)C)C1CCNCC1
2407,O=C(CC1CCNCC1)C(F)(F)F
2409,CSCCOC(C)(C)C1CCCCN1
2410,CC(F)(F)CCC(F)C1CCCCN1
2413,C=C(C(F)(F)F)C(C)(F)C1CCCCN1
2416,CCC(C)(C)C(=O)C1CCCCN1
2418,CC(C)C(=O)N(C(C)C)C1CCCNC1
2421,CC(C)(C)C(=O)CCC1CCCNC1
2474,O=C1C(=O)N(C2CCNC2)c2ccccc21
2479,O=C1C(=O)N(C2CCNCC2)c2cc(Cl)ccc21
2487,O=C1C(=O)N(CC2CCNCC2)c2ccc(F)cc21
2503,Cc1ccc2c(c1)N(C1CCNC1)C(=O)C2=O
2514,O=C1Nc2ccc(C3CCCC3)cc2C1=O
2530,CN(Cc1ccccc1N1CCCC1)CN1C(=O)C(=O)c2ccccc21
2531,CCOc1ccc2c(c1)N(CN(C)CC1CCC1)C(=O)C2=O
2536,O=C1C(=O)N(CN2CC=CCC2)c2cccc(Br)c21
2537,C=C1CC2CCC(C1)N2CN1C(=O)C(=O)c2c(Br)cccc21
2541,CC(C)CN(CN1C(=O)C(=O)c2cccc(F)c21)C1CCCC1
2609,C1CNCC(C2CNC2)C1
2616,C1CCN(C23CCCNCC2C3)CC1
2617,C1CCN(C2CCCNCC2)CC1
2619,C1CNCC(C2CCCNC2)C1
2628,C1CCNC(C2CCCNC2)CC1
2631,C1CCN(C2CCCCNC2)CC1
2636,C1CCN(C23CNCC2C3)CC1
2648,COC(=O)N1CCC(C(C)NC(=O)C=CC2CCCNC2)CC1
2652,CC(NC(=O)CC1CCCCN1)C1CCNCC1
2655,CCOC(=O)N1CCC(C(C)NC(=O)CC2=CCNCC2)CC1
2897,O=C1CCCCCC1N1CCCCC1
2911,CC(=O)NC(C)C1CCN(C(=O)NCC23CC(CO2)C3)CC1
3119,O=C1CC(C2CCNCC2)CO1
3260,C1CNCC(c2nc3n(n2)CCCS3)C1
3300,C1CCn2nc(C3CCCNC3)nc2SC1
3419,CC(=O)N(C)CCC(=O)NC1CC1CNC(=O)Cc1cnoc1
3425,CC(=O)N(C)CCC(=O)NC1(CN(C)C(=O)c2cncs2)CC1
3470,O=C(COC1CCCCCC1)NCc1cc(C2CCNCC2)no1
3473,CC(C)c1cc(CNC(=O)COC2CCNC2)on1
3501,Cc1nocc1C(=O)NC(CNC(=O)C1=CSCS1)C(C)(C)C
3504,CC(C)c1oncc1C(=O)NC(CNC(=O)C1CCCC1)C(C)(C)C
3511,Cc1conc1CC(=O)NCC(C)(NC(=O)C(F)F)C1CCC1
3516,CCC(F)C(=O)NC(CNC(=O)c1nocc1C)C1CCC1
3532,CN(Cc1conc1C1CCC1)C(=O)NCC1CCCSC1
3542,CC(C)C(=O)N(C)CC1CCCCN1
3665,c1cc(-c2ncco2)ccn1
3682,CN(CCNC(=O)Cc1cccnc1)C(=O)c1cccnc1
3732,c1ccc(-c2cn[nH]c2)nc1
3735,CN(CCNC(=O)Cc1cn[nH]c1)C(=O)c1cccnc1N
3758,c1cc(C2CCCCN2)[nH]n1
3768,CCCCCCCCCCC(=O)N1CCC(O)(c2ccn[nH]2)CC1
3775,CCC(C)C(=O)N1CCC(C(C)NC(=O)Cc2ccn[nH]2)CC1
3778,CC(NC(=O)Cc1ccn[nH]1)C1CCN(C(=O)C(C)(C)O)CC1
3782,CC(NC(=O)Cc1ccn[nH]1)C1CCN(CC(F)(F)F)CC1
3788,CC(=O)N1CCC(C(C)NC(=O)Cc2n[nH]c3c2CCCC3)CC1
3796,CN(C(=O)CCNC(N)=O)C1CCN(C(=O)c2cc[nH]n2)CC1
3807,CCC(C)C(=O)NCC(=O)N1CCCC(CNC(=O)c2cn[nH]c2)C1
3809,CSCC(=O)N1CCC(C(C)NC(=O)Cc2cn[nH]c2)CC1
3817,CCOCC(=O)N1CCC(C(C)NC(=O)Cc2cn[nH]c2)CC1
3826,CCSCC(=O)N1CCC(C(C)NC(=O)Cc2cn[nH]c2)CC1
3827,COC(C)C(=O)N1CCC(C(C)NC(=O)Cc2cn[nH]c2)CC1
3842,O=C(CNC(=O)C1CCCN1)Nc1cnc2cccnn12
3863,COc1ccc2ncc(C(=O)NCC34CCC(CC3)N4)n2n1
3900,CSCC(=O)NCC(NC(=O)c1ccc2nccn2n1)C1CCC1
3919,Cc1cn2nc(NC3CSC3)ccc2n1
4036,CN(C(=O)CC1CCCCN1)C(CC(N)=O)c1ccccc1
4080,CC(=O)N(C)CCC(=O)NC1CC12CCN(C(=O)C1CSC1)CC2
4093,c1c[nH]c(N2CCCCC2)n1
4095,CCC(C)C(=O)NCC(=O)N1CCCC(CNC(=O)c2ncc[nH]2)C1
4096,CCCC(C)CN(C)C(=O)C(=O)N1CCCC(c2ncc[nH]2)C1
4100,CC(=O)NC(C)C1CCN(C(=O)c2ncc[nH]2)CC1
4102,CC(=O)NC(C)(C(=O)N1CCC(NC(=O)c2ncc[nH]2)CC1)C(C)C
4106,OC(c1ncc[nH]1)C1CCN(c2cncc3ncnn23)CC1
4118,CC1CCCN(CC(=O)N(CCO)Cc2ncc[nH]2)C1
4120,O=C1CC(C(=O)N2CCCCC2c2ncc[nH]2)CC(=O)N1
4175,c1cc2c(c(-c3ncco3)c1)NCC2
4256,CC(NC(=O)C1CCc2ccccc2CC1)C1CC1
4291,CCC(=O)N1CCCCC1CCNC(=O)c1ccc2c(c1)NCC2
4528,COC(C)(C)Cn1ccccc1=O
4545,O=c1cccc(C2CCCCCN2)[nH]1
4546,O=c1cccc(N2CCCNCC2)[nH]1
4560,COCCn1cc(C(=O)N(C)CC2CCNCC2)ccc1=O
4570,O=C(NCCCC1CCCN1)c1cc(Cl)[nH]c(=O)c1
4572,O=C(NCCCC1CCNCC1)c1cc(C2CC2)[nH]c(=O)c1
4586,O=C(NCCCC1CCCN1)c1ccc(=O)[nH]c1
4645,CCC(=O)C12CC1CCCN2
4658,CCC(=O)C12CCCNCC1C2
4665,CCC(=O)C1CC2(CC2)CN1
4666,CC(C=O)N1CCNCC1
4670,CCC(=O)C1NCC2CC21
4684,CCC(=O)N1C2CCC1CC(NC(=O)C13CCCN1CCC3)C2
4693,C=C1CC(CCC=O)C1
4701,CC(C=O)N1C2CCC1CC1(CC1)C2
4708,C=C1CCN(C(=O)CC)C1
4710,O=CCCN1CCCC1
4724,C=C1CCCN(CCC=O)C1
4732,CCC(=O)C1=NCCC1
4746,c1cc(C2CCCN2)[nH]n1
4752,c1n[nH]cc1C12CNCC1C2
4756,c1cc(C2CCCNCC2)n[nH]1
4764,c1cc(C2CCN2)n[nH]1
4766,c1cnn(C2CCCNCC2)c1
4769,CC(C)(C(=O)O)n1ccc(NC(=O)CC2CSCCN2)n1
4774,CC(C)(C(=O)O)n1ccc(NC(=O)C23CNCC2C3)n1
4781,C1=C(c2cc[nH]n2)CCC1
4801,C1=CC(n2cccn2)CCC1
4805,c1n[nH]cc1C1CCCC1
4809,CC(CC1CCC1)(C(=O)O)n1cccn1
4812,C=C1CC(CC(=O)Nc2ccn(C(C)(C)C(=O)O)n2)C1
4820,CC(C)(C(=O)O)n1cc(NC(=O)COC2CCCC2)cn1
4928,CCSC(C(=O)N1CCC(CCNC(=O)c2cnc[nH]2)C1)C(C)C
5151,O=C(Nc1cncc(-c2nc3ccccc3s2)c1)c1cnc[nH]1
5168,C1CNCC(N2CCCC2)C1
5169,C1CC(N2CCNCC2)CCN1
5284,CN1N=CC(CC(=O)NCC2CCCCN2)C1=O
5288,CN1N=CC(CC(=O)OCC23CCCCN2CCCC3)C1=O
5289,O=C1CC(C(=O)NCCC2CCCN2)=NN1
5313,CC1=NNC(=O)C1CCNC(=O)C1CCCN1
5356,CC(C)S(=O)(=O)C1CCN(C(=O)CC2CCCN2)C1
5358,COC(C(=O)N1CCC(S(=O)(=O)C(C)C)C1)C1CCNCC1
5359,CC(C)S(=O)(=O)C1CCN(C(=O)C(=O)N(C)C2CCCCNC2)C1
5363,C1CSCCC(C2CCCN2)C1
5378,C1CNC(C2CCSCC2)C1
5393,C1CNC(C2CCC3CC3CC2)C1
5394,C1CC(N2CC3(CC3)C2)CN1
5396,C=C1CN(C2CCNC2)C1
5397,C1CCC(N2CCCC2)CC1
5401,C1CNC(C2CCC3CC32)C1
5404,C1CNC(C2CC3CC3C2)C1
5407,C1CC(C2CC3CC3C2)CN1
5412,C1CC(C2CCC3CC32)CN1
5444,CC(NC=O)c1cnsc1
5452,O=C(NC(Cc1ccccc1)c1ncco1)N1CCC12CCOC2
5539,C=C1CC2CCC(C1)N2C(=O)NCC
5573,c1cc(-c2ccncc2)c2cn[nH]c2c1
5638,CN(CCCn1nc(C#N)c2ccccc21)C1CCCCC1
5642,O=C(Cc1ccc2[nH]ncc2c1)NCC(CO)NC(=O)C1CCCC1
5645,O=C(OCc1ccc2cn[nH]c2c1)C1=CCCCC1
5648,O=C(OCc1ccc2cn[nH]c2c1)C1CC2(CC2)C1
5654,CC(NC(C(C)C)C1CCC1)c1cccc2cn[nH]c12
5666,CC(NC1CCN(C2CCC2)C1=O)c1ccc2[nH]ncc2c1
5691,CC(=O)NCC12CCC(CC1)N2
5945,CSc1nnc(SC(C)C(=O)N2CCNCC2)s1
5948,CC(SC1CCNCC1)C(=O)N1CCNCC1
5949,CC(Sc1cccnn1)C(=O)N1CCNCC1
5954,CC(Sc1ccccn1)C(=O)N1CCCNCC1
5958,CC(=O)Nc1ccc(SC(C)C(=O)N2CCCNCC2)cc1
5959,CC(=O)Nc1ccc(SC(C)C(=O)N2CCNCC2)cc1
5962,Cc1nnc(SC(C)C(=O)N2CCNCC2)o1
5967,CC(Sc1ccc(Cl)cc1)C(=O)N1CCCNCC1
5996,CC(S)C(=O)N1CC2(CC2)C1
5997,C=C1CCCN(C(=O)C(C)S)C1
6001,CC(S)C(=O)N1CCC1
6003,C=C1CCN(C(=O)C(C)S)CC1
6013,CC(S)C(=O)N1CC=CCC1
6021,CC(S)C(=O)N1CCC2CC21
6027,CC(Sc1nncs1)C(=O)N1CCC1
6034,CC(Sc1nnc(N)s1)C(=O)N1CCC1
6035,CC(Sc1nnc(N)s1)C(=O)N1CCCC1
6036,C=CCNc1nnc(SC(C)C(=O)N2CCCC2)s1
6038,CC(Sc1nnc(N2CCOCC2)s1)C(=O)C1CCCCC1
6044,c1ccc2c(c1)CC(C1CCCN1)N2
6050,c1ccc2c(c1)NCC2C1CCCN1
6051,c1ccc2c(c1)CC(C1CCCCN1)N2
6060,O=C(Nc1ncc(C2CCCCN2)cn1)C1Cc2ccccc2N1
6064,CC(=O)N1c2ccccc2CC1C(=O)NC1CCCCNCC1
6066,CC(=O)N1c2ccccc2CC1C(=O)NC1CCCCNC1
6083,O=C(NCCCCCN1CCNCC1)N1CCc2ccccc21
6091,C1=CCN(c2ccc3c(c2)NCC3)C1
6093,c1ccc2c(c1)CC(C1CCCCC1)N2
6095,C1=C(c2ccc3c(c2)NCC3)CCCCC1
6100,c1cc2c(c(N3CC4(CC4)C3)c1)CCN2
6106,c1cc2c(cc1N1CC3(CC3)C1)CCN2
6108,c1cc2c(c(N3CCCC3)c1)CCN2
6116,c1ccc2c(c1)CC(C1CCCC1)N2
6122,c1ccc2c(c1)NCC2C1CCC1
6123,c1ccc2c(c1)NCC2C1CCCC1
6131,O=C(NC12CCCC1CCC2)C1Cc2ccccc2N1
6132,C=C1CC(NC(=O)C2Cc3ccccc3N2)C1
6170,CCC(C)NC(=O)CN1CCN(C(=O)C2CCNCC2)CC1
6181,CCC(C)NC(=O)CN1CCN(C(=O)NC2CCNCC2)CC1
6187,CC(C)(C)CCN1CCN(CCC(=O)N2CCNCC2)CC1
6248,c1cc(C2NCCCCS2)ccn1
6254,c1cncc(N2CCNC3CC32)c1
6258,c1ccc(C2CCNCC2)nc1
6259,c1cncc(C2CCCCCN2)c1
6268,c1ccc(C2CNCCS2)nc1
6276,C1=CC(c2ccccn2)NC1
6280,c1ccc(C2NCCS2)nc1
6282,C1=C(c2ccccn2)CNCC1
6286,c1cc(C2CNCCS2)ccn1
6296,c1cn(C2CCCNC2)cn1
6343,CCCCC(C)NC(=O)C(CC(C)C)N1CCCCC1=O
6510,C1Cc2nc(C3CCCN3)oc2C1
6528,c1nc(C2CCNC2)co1
6603,CCCCC(=O)NCC1CCN(Cc2ccc3c(c2)OCCO3)CC1
6610,c1cc2c(cc1-c1csc(C3CCNCC3)n1)OCCCO2
6632,CC(C)C(NS(=O)(=O)c1ccc2c(c1)OCCCO2)C(=O)Nc1ccc(N2CCCCC2)cc1
6658,CSCCC(=O)NCC(O)CN(C)C(=O)CN1CCCCC1
6688,CC(C)CC(NC(=O)NCC(=O)N1CCCCC1)C(C)(C)C
6773,c1ncc(C2CSCCN2)cn1
6812,c1cc(N2CCCC2)ncn1
7041,CSC=CC(=O)NCCC1CCNCC1
7045,CCCCCCC(=O)NCC(C)N1CCCCC1
7067,CC(CC1CCNCC1)NC(=O)CC(C)C(C)C
7092,O=C(c1cccc2[nH]ncc12)N1CCC(N2CCCC2)CC1
7104,CC(NC(=O)c1cccc2[nH]ncc12)C1CCCN(C(=O)C(F)F)C1
7115,CC(C#N)C(=O)N1CCCC(CNC(=O)c2cccc3[nH]ncc23)C1
7116,CC(C#N)C(=O)N1CCCC(CNC(=O)c2cccc3cn[nH]c23)C1
7132,CC(CC(=O)NC1CCCCNCC1)C(F)(F)F
7139,CC(CC(=O)Nc1cc(C2CCNCC2)n[nH]1)C(F)(F)F
7140,CC(CC(=O)N(C1CC1)C1CCNC1)C(F)(F)F
7141,CC(CC(=O)NC1CCCC12CC2)C(F)(F)F
7147,CC(CC(=O)NC1(CNC(=O)C(O)C2CCC2)CC1)C(F)(F)F
7149,CC(CC(=O)NC1CCN(CCC2CCCC2)C1)C(F)(F)F
7155,CC(CC(=O)NC1CCN(C(=O)CC2CSC2)C1)C(F)(F)F
7163,CC(CC(=O)NC1CCN(CCCC2CCC2)C1)C(F)(F)F
7166,CC(CC(=O)NC1CCN(C(=O)C2CCCC2)C1)C(F)(F)F
7169,CC(CC(=O)NC1CCN(C(=O)C2=CCCC2)C1)C(F)(F)F
7170,CC(CC(=O)NC1CCN(C(=O)C2=CCCCCC2)C1)C(F)(F)F
7181,CC(CC(=O)Nc1ccn(C2CCCCC2)n1)C(F)(F)F
7182,Cc1cc(NC(=O)CC(C)C(F)(F)F)nn1C1CCCCC1
7185,CC(CC(=O)Nc1cc(Br)ccc1N1CCCC1)C(F)(F)F
7188,CC(CC(=O)Nc1cccc(C(=O)N2CCCC2)c1)C(F)(F)F
7211,O=C(CCc1cncnc1)N1CCCC2(CCN(c3ccsc3)C2=O)C1
7229,CCC(=O)NC1CC2CCC(C1)N2C(=O)CCc1ccncn1
7230,CCC(=O)N1C2CCC1CC(NC(=O)CCc1cnccn1)C2
7393,c1coc(C2CCCCCN2)n1
7417,Cc1oc(C2CNC2)nc1C(=O)NC(C)(C)CCCN(C)C
7419,CC(NC(=O)c1ncoc1C1CCCN1)c1ccncc1
7420,CCN(Cc1ccccn1)C(=O)c1cnc(C2CCNCC2)o1
7443,c1coc(N2CCCC3(CC2)CC3)n1
7455,c1ncc(C23CCC(CC2)CC3)o1
7461,CC(C)C(=O)NCCN(C(=O)c1cocn1)C1CCCC1
7466,COCc1nc(C(=O)NCC(NC(=O)C(C)C)C2CCC2)co1
7467,CC(C)C(=O)NC(CNC(=O)c1ncoc1C(C)C)C1CCC1
7469,CCOc1nc(C(=O)NC(CNC(=O)C(C)C)C2CCC2)co1
7479,CC(C)c1ocnc1CNS(=O)(=O)N=S(C)(=O)C1CCCCC1
7492,CCCC(CNN1CCCCC1)OC
7499,COC(C)CNC1CCNCC1
7512,CCOCC(C)NC1CCNCC1
7520,CCCC(C(=O)NC1CCNCC1)C(C)C
7524,CSC=CC(=O)NN1CCCCC1
7529,O=C(NN1CCCCC1)C(F)(F)Cl
7530,c1cncc(C2CCCNC2)c1
7587,CCCS(=O)(=O)NC1CCNC1
7592,CCCS(=O)(=O)NC1CCCNCC1
7596,CCCS(=O)(=O)NC1CCNCC1
7599,CCCS(=O)(=O)NC1CCC(=O)NC1C1CCNCC1
7605,CCCS(=O)(=O)NC1CCN(C(=O)CCC2CCCN2)CC1
7625,O=S(=O)(CCCC1CC1)N(C1CCNCC1)C1CC1
7634,CCCS(=O)(=O)NC1CC=CC1
7642,NS(=O)(=O)CCCN1CCC2CC2C1
7644,CCCS(=O)(=O)NC1C=CCCC1
7653,CCCS(=O)(=O)NC1CC=CCC1
7655,CCCS(=O)(=O)NC1CC2(C1)N=N2
7660,CCCS(=O)(=O)NC1CCCSC1
7673,CCCS(=O)(=O)NC12CCC(CC1)C2
7674,NS(=O)(=O)CCCN1CCC2CC21
7819,CCCN(CC(C)C)C(=O)Cn1cccn1
7825,C=CCN(C)C(=O)C(C)Cn1cccn1
7839,CC(C)CC(NC(=O)C=Cc1cn[nH]c1)C(F)(F)F
7845,CC(Cn1cccn1)C(=O)NCC=CCl
7891,CCCCC(C(N)=O)N1CCC1CN(C)C(=O)Cn1cccn1
8031,CC(C)(C#N)CNC(=O)c1ccccn1
8035,CCC(C)CCNC(=O)C(C)c1cccnc1
8041,CC(CC(F)(F)F)NC(=O)C(F)(F)c1ccncc1
8052,CC(C)(C)CC(NC(=O)c1ccccn1)C(F)(F)F
8054,CCCC(NC(=O)c1ccncc1)C(C)(C)C
8059,CSCCCCCNC(=O)c1ccncc1
8064,CC(C)C(SCC(C)(C)C)C(=O)NCc1cccnc1
8070,CCN(Cc1ccccn1)C(=O)CCCCC(C)C
8079,CCC(C)NC(=O)CN1CCN(C(=O)CC2CCCNC2)CC1
8131,C#CCC(=O)C(O)C1CCNCC1
8132,O=S(=O)(NCC1CCCCN1)C(F)(F)F
8142,CC(=O)CC(O)C1CCCNC1
8144,COC(OC)C(O)C(=O)C1CCCCN1
8145,CC(C)(C)OC(=O)NC(C)(C#N)C1CCCCN1
8146,CCCN(CC)S(=O)(=O)NC(C)C1CCNCC1
8152,CCOC(=O)C(O)CN1CCCCC1
8155,CC=CC=CCNS(=O)(=O)N1CCCCC1
8159,CC(NS(=O)(=O)C(C)C)C1CCCNC1
8160,CC(C)CNS(=O)(=O)N1CCCCC1
8165,CCCCC(CC)CNC(=O)C(F)C1CCNCC1
8168,CCCCC(C)NC(=O)C(=O)N(CC)C1CCNCC1
8416,CC(CNC(=O)Cc1cnc[nH]1)N(C)C1CCN(C)C1=O
8425,CNCCC1CCCCN1C(=O)c1ccc2c(c1)NS(=O)(=O)C2
8426,O=C(NC1(C2CCCCN2)CC1)c1ccc2c(c1)NS(=O)(=O)C2
8437,N#CC1CCNCC1NC(=O)c1ccc2c(c1)NS(=O)(=O)C2
8445,CN1CCC(N(C)C(=O)c2ccc3c(c2)NS(=O)(=O)C3)CC1
8457,O=C(c1ccc2c(c1)NS(=O)(=O)C2)N1CCCCC1C(F)(F)CO
8468,COCCN1CCC(CNC(=O)c2ccnc3c2CC(=O)N3)CC1
8470,COCCN1CCC(NC(=O)c2ccnc3c2CC(=O)N3)CC1
8484,NC(=O)NCC1CCCCN1C(=O)c1ccnc2c1CC(=O)N2
8485,CCCN1CCC(NC(=O)c2ccnc3c2CC(=O)N3)CC1
8486,CCCN1CCC(CNC(=O)c2ccnc3c2CC(=O)N3)CC1
8502,COC(C)CNC1CCCN(C(=O)c2ccnc3c2CC(=O)N3)C1
8585,O=C1CNC(C2CCCNC2)=N1
8604,CC(NC(=O)CC1CCC(=O)N1)C1CCN(c2ncccn2)CC1
8760,CC(C(=O)NO)n1cccn1
8808,CC(C)C(O)C(=O)NC1CCN(C(=O)c2cn3cccnc3n2)CC1
8841,c1cc2c(s1)CN(C1CCCNC1)CC2
8846,C1=C(N2CCCCC2)Cc2ccccc21
8853,c1ccc2c(c1)CCCN2C1CCCNC1
8857,CC(NC(=O)CN1CCc2sccc2C1)C1CCNCC1
8861,CC(NC(=O)CC1CCCc2ccccc21)C1CCN(C)CC1
8866,CCCCC(=O)NCC1CCN(C(=O)C2Cc3ccccc32)CC1
8874,CC(C)N(C(=O)C1CCc2ccccc2CC1)C1CCNCC1
8876,CC(CC(=O)N1CCCCCc2ccccc21)C1CCNCC1
8878,CC(CC(=O)N1CCc2ccccc2C1)C1CCNCC1
