id,smiles,tag
235009,CC1CC(C(N)=O)CN(C(=O)C2CCOc3ccc(Cl)cc32)C1,True
235163,CC1CCC(C(N)=O)CN1C(=O)C1CCOc2ccc(Cl)cc21,True
236416,COc1ncc(Br)cc1CC(=O)N1CCC(F)(F)C(C(N)=O)C1,True
236452,COc1ncc(Br)cc1CC(=O)N1CC(C(N)=O)CC(C(N)=O)C1,True
240850,CCc1ccc(F)cc1CC(=O)N1CC(C)CC(C(N)=O)C1,True
240952,CCc1ccc(F)cc1CC(=O)N1CCC(F)(F)C(C(N)=O)C1,True
240989,CCc1ccc(F)cc1CC(=O)N1CC(C(N)=O)CCC1C,True
241108,CC1CC(C(N)=O)CN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,True
241225,NC(=O)C1CN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)CCC1(F)F,True
241262,CC1CCC(C(N)=O)CN1C(=O)Cc1cc(C(F)(F)F)ccc1C(F)(F)F,True
241269,NC(=O)C1CC(C(N)=O)CN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,True
243289,CC1CC(C(N)=O)CN(C(=O)Cc2ccccc2C(C)C)C1,True
243376,CC1CC(C(N)=O)CN(C(=O)Cc2ccccc2S(C)=O)C1,True
243786,CSc1ccccc1C(NC(=O)OC(C)(C)C)C(=O)N1CC(C(N)=O)CC(C(N)=O)C1,True
243904,CS(=O)c1ccccc1CC(=O)N1CC(C(N)=O)CC(C(N)=O)C1,True
243960,CCSc1ccccc1CC(=O)N1CC(C(N)=O)CC(C(N)=O)C1,True
243994,NC(=O)C1CC(C(N)=O)CN(C(=O)Cc2cccc3occc23)C1,True
246100,CC1CCC(C(N)=O)CN1C(=O)Cc1cccc2occc12,True
247747,CC1CCC(C(N)=O)CN1C(=O)Cc1cccc2cn(C)nc12,True
249523,COc1ccncc1CC(=O)N1CCC(F)(F)C(C(N)=O)C1,True
250891,Cc1ocnc1CCNC(=O)c1nn(C)c2ccc(F)cc12,True
251531,CSc1cccc(Br)c1CC(=O)N1CC(C)CC(C(N)=O)C1,True
251677,Cn1cc2c(CC(=O)N3CCCC(O)(C(N)=O)C3)cccc2n1,True
251805,CC(C(=O)N1CC(C(N)=O)CCC1C)c1nc(F)ccc1Cl,True
259958,CC1CC(C(N)=O)CN(C(=O)C(F)(F)c2cccc(F)c2Br)C1,True
260067,NC(=O)C1CN(C(=O)C(F)(F)c2cccc(F)c2Br)CCC1(F)F,True
260113,NC(=O)C1CC(C(N)=O)CN(C(=O)C(F)(F)c2cccc(F)c2Br)C1,True
260754,CC1CC(C(N)=O)CN(C(=O)Cc2cc(Br)ccc2S(C)(=O)=O)C1,True
260896,CC1CCC(C(N)=O)CN1C(=O)Cc1cc(Br)ccc1S(C)(=O)=O,True
277131,CSc1ncncc1CC(=O)N1CC(C)CC(C(N)=O)C1,True
277235,CSc1ncncc1CC(=O)N1CCC(F)(F)C(C(N)=O)C1,True
277267,CSc1ncncc1CC(=O)N1CC(C(N)=O)CC(C(N)=O)C1,True
277386,CSc1ncncc1CC(=O)N1CC(C(N)=O)CCC1C,True
280639,COc1ccccc1C(OC)C(=O)N1CC(C(N)=O)CCC1C,True
280967,CC1CN(C(=O)Cc2cccc3nn(C)cc23)CC1C(N)=O,True
286654,COc1ccncc1CC(=O)N1CCCC(C2(O)COC2)C1,True
286693,COc1ccncc1CC(=O)N1CCCC(C(=O)N(C)C)C1,True
286704,CCn1cc(C(=O)NCCOC)c2ccccc21,True
288032,CNC(=O)C1CCCN(C(=O)Cc2cnccc2OC)C1,True
